Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10
3	3.345	3	0.707	1.4	1.28	0.6	1.1	0.9	0.032
4	3.91	3	0.707	1.4	1.28	0.6	1.1	0.9	0.039
5	4.306	3	0.707	1.4	1.28	0.6	1.1	0.9	0.053
6	4.626	3	0.707	1.4	1.28	0.6	1.1	0.9	0.134
7	4.775	3	0.707	1.4	1.28	0.6	1.1	0.9	0.206
8	4.857	3	0.707	1.4	1.28	0.6	1.1	0.9	0.526
9	4.93	3	0.707	1.4	1.28	0.6	1.1	0.9	1.151
10	4.992	3	0.707	1.4	1.28	0.6	1.1	0.9	2.287
11	5	3	0.707	1.4	1.28	0.6	1.1	0.9	4.61
12	5.002	3	0.707	1.4	1.28	0.6	1.1	0.9	9.515
13	5.014	3	0.707	1.4	1.28	0.6	1.1	0.9	13.758
14	5.015	3	0.707	1.4	1.28	0.6	1.1	0.9	28.323
15	5.019	3	0.707	1.4	1.28	0.6	1.1	0.9	42.525
16	5.021	3	0.707	1.4	1.28	0.6	1.1	0.9	41.864
17	5.016	3	0.707	1.4	1.28	0.6	1.1	0.9	43.255
18	5.02	3	0.707	1.4	1.28	0.6	1.1	0.9	41.186
19	5.017	3	0.707	1.4	1.28	0.6	1.1	0.9	41.114
20	5.022	3	0.707	1.4	1.28	0.6	1.1	0.9	41.298
0	1.267	3	0.707	1.5	1.28	0.6	1.1	0.9	0.023
1	1.661	3	0.707	1.5	1.28	0.6	1.1	0.9	0.024
2	2.117	3	0.707	1.5	1.28	0.6	1.1	0.9	0.025
3	2.782	3	0.707	1.5	1.28	0.6	1.1	0.9	0.034
4	3.128	3	0.707	1.5	1.28	0.6	1.1	0.9	0.037
5	3.572	3	0.707	1.5	1.28	0.6	1.1	0.9	0.065
6	3.766	3	0.707	1.5	1.28	0.6	1.1	0.9	0.105
7	3.951	3	0.707	1.5	1.28	0.6	1.1	0.9	0.242
8	4.056	3	0.707	1.5	1.28	0.6	1.1	0.9	0.471
9	4.127	3	0.707	1.5	1.28	0.6	1.1	0.9	1.048
10	4.152	3	0.707	1.5	1.28	0.6	1.1	0.9	2.355
11	4.167	3	0.707	1.5	1.28	0.6	1.1	0.9	4.799
12	4.187	3	0.707	1.5	1.28	0.6	1.1	0.9	9.201
13	4.175	3	0.707	1.5	1.28	0.6	1.1	0.9	13.62
14	4.189	3	0.707	1.5	1.28	0.6	1.1	0.9	26.825
15	4.203	3	0.707	1.5	1.28	0.6	1.1	0.9	40.567
16	4.183	3	0.707	1.5	1.28	0.6	1.1	0.9	40.589
17	4.2	3	0.707	1.5	1.28	0.6	1.1	0.9	40.769
18	4.2	3	0.707	1.5	1.28	0.6	1.1	0.9	41.8
19	4.197	3	0.707	1.5	1.28	0.6	1.1	0.9	41
20	4.199	3	0.707	1.5	1.28	0.6	1.1	0.9	42.012
0	1.242	3	0.707	1.6	1.28	0.6	1.1	0.9	0.023
1	1.494	3	0.707	1.6	1.28	0.6	1.1	0.9	0.022
2	1.861	3	0.707	1.6	1.28	0.6	1.1	0.9	0.025
3	2.585	3	0.707	1.6	1.28	0.6	1.1	0.9	0.025
4	2.807	3	0.707	1.6	1.28	0.6	1.1	0.9	0.035
5	3.186	3	0.707	1.6	1.28	0.6	1.1	0.9	0.065
6	3.476	3	0.707	1.6	1.28	0.6	1.1	0.9	0.109
7	3.702	3	0.707	1.6	1.28	0.6	1.1	0.9	0.242
8	3.778	3	0.707	1.6	1.28	0.6	1.1	0.9	0.521
9	3.822	3	0.707	1.6	1.28	0.6	1.1	0.9	1.02
10	3.859	3	0.707	1.6	1.28	0.6	1.1	0.9	2.284
11	3.895	3	0.707	1.6	1.28	0.6	1.1	0.9	4.849
12	3.904	3	0.707	1.6	1.28	0.6	1.1	0.9	9.307
13	3.907	3	0.707	1.6	1.28	0.6	1.1	0.9	14.023
14	3.915	3	0.707	1.6	1.28	0.6	1.1	0.9	28.003
15	3.915	3	0.707	1.6	1.28	0.6	1.1	0.9	43.395
16	3.916	3	0.707	1.6	1.28	0.6	1.1	0.9	41.896
17	3.917	3	0.707	1.6	1.28	0.6	1.1	0.9	42.616
18	3.918	3	0.707	1.6	1.28	0.6	1.1	0.9	43.436
19	3.92	3	0.707	1.6	1.28	0.6	1.1	0.9	42.147
20	3.92	3	0.707	1.6	1.28	0.6	1.1	0.9	42.181
0	1.202	3	0.707	1.8	1.28	0.6	1.1	0.9	0.023
1	1.362	3	0.707	1.8	1.28	0.6	1.1	0.9	0.023
2	1.651	3	0.707	1.8	1.28	0.6	1.1	0.9	0.024
3	2.001	3	0.707	1.8	1.28	0.6	1.1	0.9	0.031
4	2.149	3	0.707	1.8	1.28	0.6	1.1	0.9	0.033
5	2.355	3	0.707	1.8	1.28	0.6	1.1	0.9	0.061
6	2.503	3	0.707	1.8	1.28	0.6	1.1	0.9	0.116
7	2.523	3	0.707	1.8	1.28	0.6	1.1	0.9	0.2
8	2.621	3	0.707	1.8	1.28	0.6	1.1	0.9	0.443
9	2.687	3	0.707	1.8	1.28	0.6	1.1	0.9	0.978
10	2.736	3	0.707	1.8	1.28	0.6	1.1	0.9	2.251
11	2.757	3	0.707	1.8	1.28	0.6	1.1	0.9	4.53
12	2.774	3	0.707	1.8	1.28	0.6	1.1	0.9	9.577
13	2.784	3	0.707	1.8	1.28	0.6	1.1	0.9	13.598
14	2.79	3	0.707	1.8	1.28	0.6	1.1	0.9	27.637
15	2.793	3	0.707	1.8	1.28	0.6	1.1	0.9	41.942
16	2.799	3	0.707	1.8	1.28	0.6	1.1	0.9	42.663
17	2.801	3	0.707	1.8	1.28	0.6	1.1	0.9	42.498
18	2.801	3	0.707	1.8	1.28	0.6	1.1	0.9	42.654
19	2.804	3	0.707	1.8	1.28	0.6	1.1	0.9	43.91
20	2.802	3	0.707	1.8	1.28	0.6	1.1	0.9	42.566
0	1.17	3	0.707	2	1.28	0.6	1.1	0.9	0.022
1	1.855	3	0.707	2	1.28	0.6	1.1	0.9	0.022
2	2.565	3	0.707	2	1.28	0.6	1.1	0.9	0.025
3	2.971	3	0.707	2	1.28	0.6	1.1	0.9	0.032
4	3.101	3	0.707	2	1.28	0.6	1.1	0.9	0.033
5	3.265	3	0.707	2	1.28	0.6	1.1	0.9	0.067
6	3.43	3	0.707	2	1.28	0.6	1.1	0.9	0.118
7	3.5	3	0.707	2	1.28	0.6	1.1	0.9	0.209
8	3.581	3	0.707	2	1.28	0.6	1.1	0.9	0.509
9	3.638	3	0.707	2	1.28	0.6	1.1	0.9	1.046
10	3.662	3	0.707	2	1.28	0.6	1.1	0.9	2.365
11	3.689	3	0.707	2	1.28	0.6	1.1	0.9	4.762
12	3.701	3	0.707	2	1.28	0.6	1.1	0.9	9.804
13	3.705	3	0.707	2	1.28	0.6	1.1	0.9	13.695
14	3.706	3	0.707	2	1.28	0.6	1.1	0.9	27.583
15	3.712	3	0.707	2	1.28	0.6	1.1	0.9	41.096
16	3.713	3	0.707	2	1.28	0.6	1.1	0.9	41.86
17	3.714	3	0.707	2	1.28	0.6	1.1	0.9	42.265
18	3.715	3	0.707	2	1.28	0.6	1.1	0.9	41.717
19	3.718	3	0.707	2	1.28	0.6	1.1	0.9	42.662
20	3.716	3	0.707	2	1.28	0.6	1.1	0.9	42.321
0	1.145	3	0.707	2.2	1.28	0.6	1.1	0.9	0.022
1	1.219	3	0.707	2.2	1.28	0.6	1.1	0.9	0.022
2	1.593	3	0.707	2.2	1.28	0.6	1.1	0.9	0.024
3	2.016	3	0.707	2.2	1.28	0.6	1.1	0.9	0.043
4	2.321	3	0.707	2.2	1.28	0.6	1.1	0.9	0.04
5	2.582	3	0.707	2.2	1.28	0.6	1.1	0.9	0.064
6	2.655	3	0.707	2.2	1.28	0.6	1.1	0.9	0.123
7	2.755	3	0.707	2.2	1.28	0.6	1.1	0.9	0.245
8	2.774	3	0.707	2.2	1.28	0.6	1.1	0.9	0.535
9	2.811	3	0.707	2.2	1.28	0.6	1.1	0.9	1.04
10	2.83	3	0.707	2.2	1.28	0.6	1.1	0.9	2.338
11	2.845	3	0.707	2.2	1.28	0.6	1.1	0.9	4.965
12	2.845	3	0.707	2.2	1.28	0.6	1.1	0.9	9.794
13	2.85	3	0.707	2.2	1.28	0.6	1.1	0.9	13.563
14	2.849	3	0.707	2.2	1.28	0.6	1.1	0.9	28.121
15	2.848	3	0.707	2.2	1.28	0.6	1.1	0.9	42.18
16	2.846	3	0.707	2.2	1.28	0.6	1.1	0.9	43.715
17	2.847	3	0.707	2.2	1.28	0.6	1.1	0.9	42.514
18	2.848	3	0.707	2.2	1.28	0.6	1.1	0.9	41.588
19	2.847	3	0.707	2.2	1.28	0.6	1.1	0.9	41.407
20	2.848	3	0.707	2.2	1.28	0.6	1.1	0.9	42.23
0	1.125	3	0.707	2.4	1.28	0.6	1.1	0.9	0.022
1	1.179	3	0.707	2.4	1.28	0.6	1.1	0.9	0.022
2	1.27	3	0.707	2.4	1.28	0.6	1.1	0.9	0.031
3	1.364	3	0.707	2.4	1.28	0.6	1.1	0.9	0.025
4	1.468	3	0.707	2.4	1.28	0.6	1.1	0.9	0.034
5	1.518	3	0.707	2.4	1.28	0.6	1.1	0.9	0.054
6	1.553	3	0.707	2.4	1.28	0.6	1.1	0.9	0.124
7	1.571	3	0.707	2.4	1.28	0.6	1.1	0.9	0.233
8	1.589	3	0.707	2.4	1.28	0.6	1.1	0.9	0.491
9	1.593	3	0.707	2.4	1.28	0.6	1.1	0.9	1.062
10	1.6	3	0.707	2.4	1.28	0.6	1.1	0.9	2.239
11	1.608	3	0.707	2.4	1.28	0.6	1.1	0.9	4.71
12	1.61	3	0.707	2.4	1.28	0.6	1.1	0.9	9.367
13	1.611	3	0.707	2.4	1.28	0.6	1.1	0.9	13.692
14	1.61	3	0.707	2.4	1.28	0.6	1.1	0.9	25.251
15	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	40.681
16	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	43.848
17	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	44.736
18	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	44.08
19	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	41.953
20	1.612	3	0.707	2.4	1.28	0.6	1.1	0.9	41.998
