Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8
16	2.752	1	0.724	0.1	0.73	0.8	0.007
17	2.752	1	0.724	0.1	0.73	0.8	0.007
18	2.752	1	0.724	0.1	0.73	0.8	0.006
19	2.752	1	0.724	0.1	0.73	0.8	0.007
20	2.752	1	0.724	0.1	0.73	0.8	0.006
0	1.869	1	0.724	0.2	0.73	0.8	0.006
1	2.713	1	0.724	0.2	0.73	0.8	0.006
2	2.827	1	0.724	0.2	0.73	0.8	0.006
3	2.754	1	0.724	0.2	0.73	0.8	0.006
4	2.717	1	0.724	0.2	0.73	0.8	0.005
5	2.697	1	0.724	0.2	0.73	0.8	0.004
6	2.682	1	0.724	0.2	0.73	0.8	0.005
7	2.674	1	0.724	0.2	0.73	0.8	0.006
8	2.671	1	0.724	0.2	0.73	0.8	0.005
9	2.669	1	0.724	0.2	0.73	0.8	0.006
10	2.669	1	0.724	0.2	0.73	0.8	0.005
11	2.669	1	0.724	0.2	0.73	0.8	0.005
12	2.669	1	0.724	0.2	0.73	0.8	0.005
13	2.67	1	0.724	0.2	0.73	0.8	0.007
14	2.67	1	0.724	0.2	0.73	0.8	0.006
15	2.67	1	0.724	0.2	0.73	0.8	0.006
16	2.67	1	0.724	0.2	0.73	0.8	0.007
17	2.67	1	0.724	0.2	0.73	0.8	0.007
18	2.67	1	0.724	0.2	0.73	0.8	0.005
19	2.67	1	0.724	0.2	0.73	0.8	0.006
20	2.67	1	0.724	0.2	0.73	0.8	0.007
0	1.748	1	0.724	0.3	0.73	0.8	0.005
1	2.637	1	0.724	0.3	0.73	0.8	0.006
2	2.755	1	0.724	0.3	0.73	0.8	0.005
3	2.71	1	0.724	0.3	0.73	0.8	0.004
4	2.677	1	0.724	0.3	0.73	0.8	0.005
5	2.655	1	0.724	0.3	0.73	0.8	0.005
6	2.642	1	0.724	0.3	0.73	0.8	0.006
7	2.635	1	0.724	0.3	0.73	0.8	0.006
8	2.631	1	0.724	0.3	0.73	0.8	0.006
9	2.63	1	0.724	0.3	0.73	0.8	0.005
10	2.63	1	0.724	0.3	0.73	0.8	0.005
11	2.63	1	0.724	0.3	0.73	0.8	0.005
12	2.631	1	0.724	0.3	0.73	0.8	0.005
13	2.631	1	0.724	0.3	0.73	0.8	0.006
14	2.632	1	0.724	0.3	0.73	0.8	0.006
15	2.632	1	0.724	0.3	0.73	0.8	0.006
16	2.632	1	0.724	0.3	0.73	0.8	0.006
17	2.632	1	0.724	0.3	0.73	0.8	0.006
18	2.631	1	0.724	0.3	0.73	0.8	0.006
19	2.631	1	0.724	0.3	0.73	0.8	0.007
20	2.631	1	0.724	0.3	0.73	0.8	0.006
0	1.625	1	0.724	0.4	0.73	0.8	0.004
1	2.501	1	0.724	0.4	0.73	0.8	0.005
2	2.679	1	0.724	0.4	0.73	0.8	0.005
3	2.679	1	0.724	0.4	0.73	0.8	0.005
4	2.656	1	0.724	0.4	0.73	0.8	0.006
5	2.636	1	0.724	0.4	0.73	0.8	0.005
6	2.623	1	0.724	0.4	0.73	0.8	0.006
7	2.616	1	0.724	0.4	0.73	0.8	0.005
8	2.613	1	0.724	0.4	0.73	0.8	0.006
9	2.612	1	0.724	0.4	0.73	0.8	0.005
10	2.612	1	0.724	0.4	0.73	0.8	0.006
11	2.612	1	0.724	0.4	0.73	0.8	0.006
12	2.612	1	0.724	0.4	0.73	0.8	0.006
13	2.613	1	0.724	0.4	0.73	0.8	0.007
14	2.613	1	0.724	0.4	0.73	0.8	0.006
15	2.613	1	0.724	0.4	0.73	0.8	0.004
16	2.613	1	0.724	0.4	0.73	0.8	0.004
17	2.613	1	0.724	0.4	0.73	0.8	0.005
18	2.613	1	0.724	0.4	0.73	0.8	0.006
19	2.613	1	0.724	0.4	0.73	0.8	0.004
20	2.613	1	0.724	0.4	0.73	0.8	0.004
0	1.516	1	0.724	0.5	0.73	0.8	0.006
1	2.298	1	0.724	0.5	0.73	0.8	0.004
2	2.54	1	0.724	0.5	0.73	0.8	0.004
3	2.597	1	0.724	0.5	0.73	0.8	0.004
4	2.594	1	0.724	0.5	0.73	0.8	0.004
5	2.579	1	0.724	0.5	0.73	0.8	0.004
6	2.567	1	0.724	0.5	0.73	0.8	0.004
7	2.56	1	0.724	0.5	0.73	0.8	0.004
8	2.556	1	0.724	0.5	0.73	0.8	0.006
9	2.555	1	0.724	0.5	0.73	0.8	0.005
10	2.555	1	0.724	0.5	0.73	0.8	0.006
11	2.555	1	0.724	0.5	0.73	0.8	0.006
12	2.556	1	0.724	0.5	0.73	0.8	0.005
13	2.556	1	0.724	0.5	0.73	0.8	0.006
14	2.557	1	0.724	0.5	0.73	0.8	0.006
15	2.557	1	0.724	0.5	0.73	0.8	0.006
16	2.557	1	0.724	0.5	0.73	0.8	0.005
17	2.557	1	0.724	0.5	0.73	0.8	0.005
18	2.557	1	0.724	0.5	0.73	0.8	0.005
19	2.557	1	0.724	0.5	0.73	0.8	0.006
20	2.557	1	0.724	0.5	0.73	0.8	0.004
0	1.425	1	0.724	0.6	0.73	0.8	0.005
1	2.05	1	0.724	0.6	0.73	0.8	0.006
2	2.314	1	0.724	0.6	0.73	0.8	0.005
3	2.423	1	0.724	0.6	0.73	0.8	0.006
4	2.446	1	0.724	0.6	0.73	0.8	0.004
5	2.443	1	0.724	0.6	0.73	0.8	0.004
6	2.434	1	0.724	0.6	0.73	0.8	0.004
7	2.427	1	0.724	0.6	0.73	0.8	0.005
8	2.424	1	0.724	0.6	0.73	0.8	0.004
9	2.423	1	0.724	0.6	0.73	0.8	0.004
10	2.423	1	0.724	0.6	0.73	0.8	0.005
11	2.424	1	0.724	0.6	0.73	0.8	0.005
12	2.424	1	0.724	0.6	0.73	0.8	0.006
13	2.425	1	0.724	0.6	0.73	0.8	0.006
14	2.425	1	0.724	0.6	0.73	0.8	0.005
15	2.425	1	0.724	0.6	0.73	0.8	0.005
16	2.425	1	0.724	0.6	0.73	0.8	0.006
17	2.425	1	0.724	0.6	0.73	0.8	0.004
18	2.425	1	0.724	0.6	0.73	0.8	0.005
19	2.425	1	0.724	0.6	0.73	0.8	0.006
20	2.425	1	0.724	0.6	0.73	0.8	0.006
0	1.352	1	0.724	0.7	0.73	0.8	0.004
1	1.811	1	0.724	0.7	0.73	0.8	0.005
2	2.058	1	0.724	0.7	0.73	0.8	0.005
3	2.194	1	0.724	0.7	0.73	0.8	0.005
4	2.236	1	0.724	0.7	0.73	0.8	0.005
5	2.244	1	0.724	0.7	0.73	0.8	0.005
6	2.244	1	0.724	0.7	0.73	0.8	0.006
7	2.241	1	0.724	0.7	0.73	0.8	0.004
8	2.237	1	0.724	0.7	0.73	0.8	0.005
9	2.237	1	0.724	0.7	0.73	0.8	0.005
10	2.237	1	0.724	0.7	0.73	0.8	0.006
11	2.237	1	0.724	0.7	0.73	0.8	0.004
12	2.238	1	0.724	0.7	0.73	0.8	0.004
13	2.238	1	0.724	0.7	0.73	0.8	0.006
14	2.239	1	0.724	0.7	0.73	0.8	0.006
15	2.239	1	0.724	0.7	0.73	0.8	0.006
16	2.239	1	0.724	0.7	0.73	0.8	0.005
17	2.239	1	0.724	0.7	0.73	0.8	0.006
18	2.239	1	0.724	0.7	0.73	0.8	0.006
19	2.239	1	0.724	0.7	0.73	0.8	0.005
20	2.239	1	0.724	0.7	0.73	0.8	0.005
0	1.294	1	0.724	0.8	0.73	0.8	0.004
1	1.617	1	0.724	0.8	0.73	0.8	0.005
2	1.844	1	0.724	0.8	0.73	0.8	0.005
3	1.983	1	0.724	0.8	0.73	0.8	0.005
4	2.026	1	0.724	0.8	0.73	0.8	0.005
5	2.035	1	0.724	0.8	0.73	0.8	0.005
6	2.035	1	0.724	0.8	0.73	0.8	0.006
7	2.034	1	0.724	0.8	0.73	0.8	0.005
8	2.032	1	0.724	0.8	0.73	0.8	0.004
9	2.031	1	0.724	0.8	0.73	0.8	0.006
10	2.031	1	0.724	0.8	0.73	0.8	0.006
11	2.031	1	0.724	0.8	0.73	0.8	0.005
12	2.031	1	0.724	0.8	0.73	0.8	0.005
13	2.032	1	0.724	0.8	0.73	0.8	0.005
14	2.032	1	0.724	0.8	0.73	0.8	0.006
15	2.032	1	0.724	0.8	0.73	0.8	0.004
16	2.032	1	0.724	0.8	0.73	0.8	0.004
17	2.032	1	0.724	0.8	0.73	0.8	0.005
18	2.032	1	0.724	0.8	0.73	0.8	0.005
19	2.032	1	0.724	0.8	0.73	0.8	0.006
20	2.032	1	0.724	0.8	0.73	0.8	0.006
0	1.248	1	0.724	0.9	0.73	0.8	0.004
1	1.473	1	0.724	0.9	0.73	0.8	0.005
2	1.711	1	0.724	0.9	0.73	0.8	0.005
3	1.848	1	0.724	0.9	0.73	0.8	0.005
4	1.879	1	0.724	0.9	0.73	0.8	0.005
5	1.879	1	0.724	0.9	0.73	0.8	0.005
6	1.873	1	0.724	0.9	0.73	0.8	0.005
7	1.867	1	0.724	0.9	0.73	0.8	0.005
8	1.864	1	0.724	0.9	0.73	0.8	0.005
9	1.864	1	0.724	0.9	0.73	0.8	0.005
10	1.864	1	0.724	0.9	0.73	0.8	0.006
11	1.864	1	0.724	0.9	0.73	0.8	0.004
12	1.864	1	0.724	0.9	0.73	0.8	0.004
13	1.865	1	0.724	0.9	0.73	0.8	0.006
14	1.865	1	0.724	0.9	0.73	0.8	0.006
15	1.865	1	0.724	0.9	0.73	0.8	0.004
16	1.865	1	0.724	0.9	0.73	0.8	0.004
17	1.865	1	0.724	0.9	0.73	0.8	0.006
18	1.865	1	0.724	0.9	0.73	0.8	0.005
19	1.865	1	0.724	0.9	0.73	0.8	0.006
20	1.865	1	0.724	0.9	0.73	0.8	0.006
0	1.21	1	0.724	1	0.73	0.8	0.005
1	1.369	1	0.724	1	0.73	0.8	0.004
2	1.693	1	0.724	1	0.73	0.8	0.005
3	1.827	1	0.724	1	0.73	0.8	0.005
4	1.846	1	0.724	1	0.73	0.8	0.005
5	1.838	1	0.724	1	0.73	0.8	0.004
6	1.828	1	0.724	1	0.73	0.8	0.006
7	1.821	1	0.724	1	0.73	0.8	0.005
8	1.819	1	0.724	1	0.73	0.8	0.005
9	1.818	1	0.724	1	0.73	0.8	0.004
10	1.818	1	0.724	1	0.73	0.8	0.004
11	1.818	1	0.724	1	0.73	0.8	0.004
12	1.819	1	0.724	1	0.73	0.8	0.004
13	1.819	1	0.724	1	0.73	0.8	0.004
14	1.82	1	0.724	1	0.73	0.8	0.005
15	1.819	1	0.724	1	0.73	0.8	0.004
16	1.819	1	0.724	1	0.73	0.8	0.006
17	1.819	1	0.724	1	0.73	0.8	0.006
18	1.819	1	0.724	1	0.73	0.8	0.006
19	1.819	1	0.724	1	0.73	0.8	0.006
20	1.819	1	0.724	1	0.73	0.8	0.006
0	1.18	1	0.724	1.1	0.73	0.8	0.005
1	1.294	1	0.724	1.1	0.73	0.8	0.004
2	1.884	1	0.724	1.1	0.73	0.8	0.005
3	1.986	1	0.724	1.1	0.73	0.8	0.004
4	2.006	1	0.724	1.1	0.73	0.8	0.004
5	1.998	1	0.724	1.1	0.73	0.8	0.006
6	1.988	1	0.724	1.1	0.73	0.8	0.004
7	1.981	1	0.724	1.1	0.73	0.8	0.005
8	1.979	1	0.724	1.1	0.73	0.8	0.006
9	1.978	1	0.724	1.1	0.73	0.8	0.005
10	1.978	1	0.724	1.1	0.73	0.8	0.005
11	1.978	1	0.724	1.1	0.73	0.8	0.005
12	1.978	1	0.724	1.1	0.73	0.8	0.005
13	1.979	1	0.724	1.1	0.73	0.8	0.006
14	1.979	1	0.724	1.1	0.73	0.8	0.006
15	1.979	1	0.724	1.1	0.73	0.8	0.006
16	1.979	1	0.724	1.1	0.73	0.8	0.006
17	1.979	1	0.724	1.1	0.73	0.8	0.004
18	1.979	1	0.724	1.1	0.73	0.8	0.006
19	1.979	1	0.724	1.1	0.73	0.8	0.005
20	1.979	1	0.724	1.1	0.73	0.8	0.004
0	1.156	1	0.724	1.2	0.73	0.8	0.005
1	1.24	1	0.724	1.2	0.73	0.8	0.004
2	2.015	1	0.724	1.2	0.73	0.8	0.004
3	2.309	1	0.724	1.2	0.73	0.8	0.005
4	2.407	1	0.724	1.2	0.73	0.8	0.005
5	2.426	1	0.724	1.2	0.73	0.8	0.004
6	2.423	1	0.724	1.2	0.73	0.8	0.005
7	2.417	1	0.724	1.2	0.73	0.8	0.004
8	2.415	1	0.724	1.2	0.73	0.8	0.005
9	2.414	1	0.724	1.2	0.73	0.8	0.006
10	2.414	1	0.724	1.2	0.73	0.8	0.006
11	2.414	1	0.724	1.2	0.73	0.8	0.006
12	2.414	1	0.724	1.2	0.73	0.8	0.006
13	2.415	1	0.724	1.2	0.73	0.8	0.005
14	2.415	1	0.724	1.2	0.73	0.8	0.006
15	2.415	1	0.724	1.2	0.73	0.8	0.004
16	2.415	1	0.724	1.2	0.73	0.8	0.006
17	2.415	1	0.724	1.2	0.73	0.8	0.006
18	2.415	1	0.724	1.2	0.73	0.8	0.007
19	2.415	1	0.724	1.2	0.73	0.8	0.006
20	2.415	1	0.724	1.2	0.73	0.8	0.006
0	1.136	1	0.724	1.3	0.73	0.8	0.005
1	1.199	1	0.724	1.3	0.73	0.8	0.005
2	1.582	1	0.724	1.3	0.73	0.8	0.005
3	1.898	1	0.724	1.3	0.73	0.8	0.005
4	2.067	1	0.724	1.3	0.73	0.8	0.004
5	2.138	1	0.724	1.3	0.73	0.8	0.004
6	2.157	1	0.724	1.3	0.73	0.8	0.004
7	2.158	1	0.724	1.3	0.73	0.8	0.005
8	2.156	1	0.724	1.3	0.73	0.8	0.005
9	2.156	1	0.724	1.3	0.73	0.8	0.006
10	2.156	1	0.724	1.3	0.73	0.8	0.005
11	2.156	1	0.724	1.3	0.73	0.8	0.005
12	2.157	1	0.724	1.3	0.73	0.8	0.006
13	2.157	1	0.724	1.3	0.73	0.8	0.006
14	2.157	1	0.724	1.3	0.73	0.8	0.006
15	2.158	1	0.724	1.3	0.73	0.8	0.006
16	2.158	1	0.724	1.3	0.73	0.8	0.004
17	2.158	1	0.724	1.3	0.73	0.8	0.006
18	2.158	1	0.724	1.3	0.73	0.8	0.006
19	2.158	1	0.724	1.3	0.73	0.8	0.004
20	2.158	1	0.724	1.3	0.73	0.8	0.006
0	1.12	1	0.724	1.4	0.73	0.8	0.005
1	1.167	1	0.724	1.4	0.73	0.8	0.006
2	1.339	1	0.724	1.4	0.73	0.8	0.005
3	1.489	1	0.724	1.4	0.73	0.8	0.004
4	1.594	1	0.724	1.4	0.73	0.8	0.005
5	1.659	1	0.724	1.4	0.73	0.8	0.006
6	1.692	1	0.724	1.4	0.73	0.8	0.006
7	1.704	1	0.724	1.4	0.73	0.8	0.005
8	1.707	1	0.724	1.4	0.73	0.8	0.005
9	1.708	1	0.724	1.4	0.73	0.8	0.005
10	1.708	1	0.724	1.4	0.73	0.8	0.006
11	1.709	1	0.724	1.4	0.73	0.8	0.004
12	1.71	1	0.724	1.4	0.73	0.8	0.005
13	1.711	1	0.724	1.4	0.73	0.8	0.006
14	1.71	1	0.724	1.4	0.73	0.8	0.005
15	1.71	1	0.724	1.4	0.73	0.8	0.005
16	1.711	1	0.724	1.4	0.73	0.8	0.004
17	1.71	1	0.724	1.4	0.73	0.8	0.005
18	1.71	1	0.724	1.4	0.73	0.8	0.006
19	1.71	1	0.724	1.4	0.73	0.8	0.006
20	1.71	1	0.724	1.4	0.73	0.8	0.006
0	1.106	1	0.724	1.5	0.73	0.8	0.005
1	1.143	1	0.724	1.5	0.73	0.8	0.004
2	1.235	1	0.724	1.5	0.73	0.8	0.004
3	1.315	1	0.724	1.5	0.73	0.8	0.006
4	1.374	1	0.724	1.5	0.73	0.8	0.004
5	1.415	1	0.724	1.5	0.73	0.8	0.004
6	1.442	1	0.724	1.5	0.73	0.8	0.005
7	1.458	1	0.724	1.5	0.73	0.8	0.005
8	1.465	1	0.724	1.5	0.73	0.8	0.005
9	1.468	1	0.724	1.5	0.73	0.8	0.005
10	1.469	1	0.724	1.5	0.73	0.8	0.006
11	1.47	1	0.724	1.5	0.73	0.8	0.005
12	1.471	1	0.724	1.5	0.73	0.8	0.004
13	1.471	1	0.724	1.5	0.73	0.8	0.005
14	1.471	1	0.724	1.5	0.73	0.8	0.006
15	1.471	1	0.724	1.5	0.73	0.8	0.006
16	1.472	1	0.724	1.5	0.73	0.8	0.005
17	1.471	1	0.724	1.5	0.73	0.8	0.004
18	1.471	1	0.724	1.5	0.73	0.8	0.007
19	1.471	1	0.724	1.5	0.73	0.8	0.006
20	1.471	1	0.724	1.5	0.73	0.8	0.005
0	1.094	1	0.724	1.6	0.73	0.8	0.006
1	1.123	1	0.724	1.6	0.73	0.8	0.005
2	1.179	1	0.724	1.6	0.73	0.8	0.004
3	1.229	1	0.724	1.6	0.73	0.8	0.005
4	1.267	1	0.724	1.6	0.73	0.8	0.004
5	1.295	1	0.724	1.6	0.73	0.8	0.005
6	1.314	1	0.724	1.6	0.73	0.8	0.004
7	1.325	1	0.724	1.6	0.73	0.8	0.005
8	1.332	1	0.724	1.6	0.73	0.8	0.005
9	1.335	1	0.724	1.6	0.73	0.8	0.008
10	1.337	1	0.724	1.6	0.73	0.8	0.005
11	1.336	1	0.724	1.6	0.73	0.8	0.005
12	1.336	1	0.724	1.6	0.73	0.8	0.006
13	1.337	1	0.724	1.6	0.73	0.8	0.004
14	1.337	1	0.724	1.6	0.73	0.8	0.004
15	1.337	1	0.724	1.6	0.73	0.8	0.006
16	1.337	1	0.724	1.6	0.73	0.8	0.006
17	1.337	1	0.724	1.6	0.73	0.8	0.006
18	1.337	1	0.724	1.6	0.73	0.8	0.009
19	1.337	1	0.724	1.6	0.73	0.8	0.006
20	1.337	1	0.724	1.6	0.73	0.8	0.004
0	1.084	1	0.724	1.7	0.73	0.8	0.006
1	1.108	1	0.724	1.7	0.73	0.8	0.006
2	1.145	1	0.724	1.7	0.73	0.8	0.005
3	1.18	1	0.724	1.7	0.73	0.8	0.005
4	1.211	1	0.724	1.7	0.73	0.8	0.005
5	1.235	1	0.724	1.7	0.73	0.8	0.005
6	1.251	1	0.724	1.7	0.73	0.8	0.005
7	1.26	1	0.724	1.7	0.73	0.8	0.004
8	1.264	1	0.724	1.7	0.73	0.8	0.004
9	1.266	1	0.724	1.7	0.73	0.8	0.006
10	1.267	1	0.724	1.7	0.73	0.8	0.006
11	1.267	1	0.724	1.7	0.73	0.8	0.005
12	1.268	1	0.724	1.7	0.73	0.8	0.006
13	1.269	1	0.724	1.7	0.73	0.8	0.006
14	1.269	1	0.724	1.7	0.73	0.8	0.005
15	1.269	1	0.724	1.7	0.73	0.8	0.006
16	1.269	1	0.724	1.7	0.73	0.8	0.004
17	1.269	1	0.724	1.7	0.73	0.8	0.005
18	1.269	1	0.724	1.7	0.73	0.8	0.006
19	1.269	1	0.724	1.7	0.73	0.8	0.004
20	1.269	1	0.724	1.7	0.73	0.8	0.006
0	1.076	1	0.724	1.8	0.73	0.8	0.005
1	1.095	1	0.724	1.8	0.73	0.8	0.005
2	1.121	1	0.724	1.8	0.73	0.8	0.005
3	1.155	1	0.724	1.8	0.73	0.8	0.005
4	1.191	1	0.724	1.8	0.73	0.8	0.004
5	1.22	1	0.724	1.8	0.73	0.8	0.005
6	1.235	1	0.724	1.8	0.73	0.8	0.004
7	1.242	1	0.724	1.8	0.73	0.8	0.004
8	1.246	1	0.724	1.8	0.73	0.8	0.004
9	1.248	1	0.724	1.8	0.73	0.8	0.005
10	1.249	1	0.724	1.8	0.73	0.8	0.005
11	1.25	1	0.724	1.8	0.73	0.8	0.005
12	1.251	1	0.724	1.8	0.73	0.8	0.005
13	1.252	1	0.724	1.8	0.73	0.8	0.005
14	1.252	1	0.724	1.8	0.73	0.8	0.005
15	1.253	1	0.724	1.8	0.73	0.8	0.006
16	1.252	1	0.724	1.8	0.73	0.8	0.006
17	1.252	1	0.724	1.8	0.73	0.8	0.004
18	1.252	1	0.724	1.8	0.73	0.8	0.005
19	1.252	1	0.724	1.8	0.73	0.8	0.006
20	1.253	1	0.724	1.8	0.73	0.8	0.004
