Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8	Var1_9
14	2.327	2	0.707	1.2	0.95	0.3	1	0.04
15	2.327	2	0.707	1.2	0.95	0.3	1	0.055
16	2.326	2	0.707	1.2	0.95	0.3	1	0.065
17	2.326	2	0.707	1.2	0.95	0.3	1	0.071
18	2.326	2	0.707	1.2	0.95	0.3	1	0.085
19	2.326	2	0.707	1.2	0.95	0.3	1	0.113
20	2.326	2	0.707	1.2	0.95	0.3	1	0.144
0	1.211	2	0.707	1.3	0.95	0.3	1	0.011
1	1.452	2	0.707	1.3	0.95	0.3	1	0.013
2	1.671	2	0.707	1.3	0.95	0.3	1	0.009
3	1.838	2	0.707	1.3	0.95	0.3	1	0.013
4	1.933	2	0.707	1.3	0.95	0.3	1	0.015
5	1.974	2	0.707	1.3	0.95	0.3	1	0.011
6	2.003	2	0.707	1.3	0.95	0.3	1	0.014
7	2.055	2	0.707	1.3	0.95	0.3	1	0.015
8	2.037	2	0.707	1.3	0.95	0.3	1	0.016
9	2.037	2	0.707	1.3	0.95	0.3	1	0.019
10	2.032	2	0.707	1.3	0.95	0.3	1	0.022
11	2.03	2	0.707	1.3	0.95	0.3	1	0.025
12	2.031	2	0.707	1.3	0.95	0.3	1	0.031
13	2.031	2	0.707	1.3	0.95	0.3	1	0.038
14	2.03	2	0.707	1.3	0.95	0.3	1	0.044
15	2.032	2	0.707	1.3	0.95	0.3	1	0.05
16	2.033	2	0.707	1.3	0.95	0.3	1	0.06
17	2.033	2	0.707	1.3	0.95	0.3	1	0.071
18	2.033	2	0.707	1.3	0.95	0.3	1	0.09
19	2.033	2	0.707	1.3	0.95	0.3	1	0.113
20	2.033	2	0.707	1.3	0.95	0.3	1	0.141
0	1.187	2	0.707	1.4	0.95	0.3	1	0.012
1	1.408	2	0.707	1.4	0.95	0.3	1	0.013
2	1.751	2	0.707	1.4	0.95	0.3	1	0.012
3	1.902	2	0.707	1.4	0.95	0.3	1	0.009
4	2.045	2	0.707	1.4	0.95	0.3	1	0.011
5	2.11	2	0.707	1.4	0.95	0.3	1	0.01
6	2.154	2	0.707	1.4	0.95	0.3	1	0.012
7	2.174	2	0.707	1.4	0.95	0.3	1	0.011
8	2.186	2	0.707	1.4	0.95	0.3	1	0.014
9	2.186	2	0.707	1.4	0.95	0.3	1	0.02
10	2.187	2	0.707	1.4	0.95	0.3	1	0.022
11	2.183	2	0.707	1.4	0.95	0.3	1	0.024
12	2.184	2	0.707	1.4	0.95	0.3	1	0.027
13	2.185	2	0.707	1.4	0.95	0.3	1	0.032
14	2.184	2	0.707	1.4	0.95	0.3	1	0.036
15	2.184	2	0.707	1.4	0.95	0.3	1	0.048
16	2.184	2	0.707	1.4	0.95	0.3	1	0.07
17	2.184	2	0.707	1.4	0.95	0.3	1	0.074
18	2.183	2	0.707	1.4	0.95	0.3	1	0.088
19	2.183	2	0.707	1.4	0.95	0.3	1	0.097
20	2.183	2	0.707	1.4	0.95	0.3	1	0.163
0	1.167	2	0.707	1.5	0.95	0.3	1	0.009
1	1.468	2	0.707	1.5	0.95	0.3	1	0.01
2	1.714	2	0.707	1.5	0.95	0.3	1	0.011
3	1.9	2	0.707	1.5	0.95	0.3	1	0.013
4	1.97	2	0.707	1.5	0.95	0.3	1	0.014
5	2	2	0.707	1.5	0.95	0.3	1	0.01
6	2.025	2	0.707	1.5	0.95	0.3	1	0.013
7	2.038	2	0.707	1.5	0.95	0.3	1	0.013
8	2.094	2	0.707	1.5	0.95	0.3	1	0.016
9	2.053	2	0.707	1.5	0.95	0.3	1	0.019
10	2.054	2	0.707	1.5	0.95	0.3	1	0.022
11	2.056	2	0.707	1.5	0.95	0.3	1	0.022
12	2.054	2	0.707	1.5	0.95	0.3	1	0.027
13	2.055	2	0.707	1.5	0.95	0.3	1	0.037
14	2.059	2	0.707	1.5	0.95	0.3	1	0.043
15	2.055	2	0.707	1.5	0.95	0.3	1	0.057
16	2.055	2	0.707	1.5	0.95	0.3	1	0.065
17	2.055	2	0.707	1.5	0.95	0.3	1	0.07
18	2.055	2	0.707	1.5	0.95	0.3	1	0.098
19	2.055	2	0.707	1.5	0.95	0.3	1	0.116
20	2.055	2	0.707	1.5	0.95	0.3	1	0.128
0	1.15	2	0.707	1.6	0.95	0.3	1	0.009
1	1.832	2	0.707	1.6	0.95	0.3	1	0.009
2	2.131	2	0.707	1.6	0.95	0.3	1	0.01
3	2.357	2	0.707	1.6	0.95	0.3	1	0.013
4	2.452	2	0.707	1.6	0.95	0.3	1	0.012
5	2.499	2	0.707	1.6	0.95	0.3	1	0.01
6	2.529	2	0.707	1.6	0.95	0.3	1	0.014
7	2.54	2	0.707	1.6	0.95	0.3	1	0.015
8	2.552	2	0.707	1.6	0.95	0.3	1	0.014
9	2.555	2	0.707	1.6	0.95	0.3	1	0.016
10	2.56	2	0.707	1.6	0.95	0.3	1	0.022
11	2.559	2	0.707	1.6	0.95	0.3	1	0.026
12	2.56	2	0.707	1.6	0.95	0.3	1	0.031
13	2.559	2	0.707	1.6	0.95	0.3	1	0.03
14	2.56	2	0.707	1.6	0.95	0.3	1	0.04
15	2.56	2	0.707	1.6	0.95	0.3	1	0.048
16	2.561	2	0.707	1.6	0.95	0.3	1	0.062
17	2.56	2	0.707	1.6	0.95	0.3	1	0.074
18	2.56	2	0.707	1.6	0.95	0.3	1	0.088
19	2.56	2	0.707	1.6	0.95	0.3	1	0.117
20	2.561	2	0.707	1.6	0.95	0.3	1	0.142
0	1.135	2	0.707	1.7	0.95	0.3	1	0.012
1	1.554	2	0.707	1.7	0.95	0.3	1	0.01
2	1.929	2	0.707	1.7	0.95	0.3	1	0.013
3	2.304	2	0.707	1.7	0.95	0.3	1	0.013
4	2.395	2	0.707	1.7	0.95	0.3	1	0.01
5	2.449	2	0.707	1.7	0.95	0.3	1	0.01
6	2.512	2	0.707	1.7	0.95	0.3	1	0.012
7	2.54	2	0.707	1.7	0.95	0.3	1	0.013
8	2.553	2	0.707	1.7	0.95	0.3	1	0.014
9	2.586	2	0.707	1.7	0.95	0.3	1	0.015
10	2.576	2	0.707	1.7	0.95	0.3	1	0.02
11	2.574	2	0.707	1.7	0.95	0.3	1	0.022
12	2.576	2	0.707	1.7	0.95	0.3	1	0.031
13	2.575	2	0.707	1.7	0.95	0.3	1	0.031
14	2.572	2	0.707	1.7	0.95	0.3	1	0.043
15	2.574	2	0.707	1.7	0.95	0.3	1	0.046
16	2.574	2	0.707	1.7	0.95	0.3	1	0.065
17	2.573	2	0.707	1.7	0.95	0.3	1	0.089
18	2.573	2	0.707	1.7	0.95	0.3	1	0.091
19	2.573	2	0.707	1.7	0.95	0.3	1	0.115
20	2.573	2	0.707	1.7	0.95	0.3	1	0.118
0	1.122	2	0.707	1.8	0.95	0.3	1	0.009
1	1.282	2	0.707	1.8	0.95	0.3	1	0.013
2	1.438	2	0.707	1.8	0.95	0.3	1	0.009
3	1.846	2	0.707	1.8	0.95	0.3	1	0.013
4	1.974	2	0.707	1.8	0.95	0.3	1	0.013
5	2.055	2	0.707	1.8	0.95	0.3	1	0.01
6	2.082	2	0.707	1.8	0.95	0.3	1	0.014
7	2.098	2	0.707	1.8	0.95	0.3	1	0.013
8	2.108	2	0.707	1.8	0.95	0.3	1	0.028
9	2.116	2	0.707	1.8	0.95	0.3	1	0.019
10	2.12	2	0.707	1.8	0.95	0.3	1	0.019
11	2.123	2	0.707	1.8	0.95	0.3	1	0.025
12	2.125	2	0.707	1.8	0.95	0.3	1	0.03
13	2.126	2	0.707	1.8	0.95	0.3	1	0.033
14	2.124	2	0.707	1.8	0.95	0.3	1	0.043
15	2.124	2	0.707	1.8	0.95	0.3	1	0.053
16	2.124	2	0.707	1.8	0.95	0.3	1	0.06
17	2.124	2	0.707	1.8	0.95	0.3	1	0.071
18	2.124	2	0.707	1.8	0.95	0.3	1	0.093
19	2.124	2	0.707	1.8	0.95	0.3	1	0.121
20	2.124	2	0.707	1.8	0.95	0.3	1	0.155
0	1.111	2	0.707	1.9	0.95	0.3	1	0.01
1	1.198	2	0.707	1.9	0.95	0.3	1	0.012
2	1.285	2	0.707	1.9	0.95	0.3	1	0.009
3	1.383	2	0.707	1.9	0.95	0.3	1	0.013
4	1.483	2	0.707	1.9	0.95	0.3	1	0.013
5	1.543	2	0.707	1.9	0.95	0.3	1	0.016
6	1.574	2	0.707	1.9	0.95	0.3	1	0.017
7	1.589	2	0.707	1.9	0.95	0.3	1	0.016
8	1.598	2	0.707	1.9	0.95	0.3	1	0.018
9	1.603	2	0.707	1.9	0.95	0.3	1	0.028
10	1.605	2	0.707	1.9	0.95	0.3	1	0.023
11	1.606	2	0.707	1.9	0.95	0.3	1	0.025
12	1.607	2	0.707	1.9	0.95	0.3	1	0.029
13	1.608	2	0.707	1.9	0.95	0.3	1	0.034
14	1.608	2	0.707	1.9	0.95	0.3	1	0.04
15	1.608	2	0.707	1.9	0.95	0.3	1	0.045
16	1.608	2	0.707	1.9	0.95	0.3	1	0.058
17	1.608	2	0.707	1.9	0.95	0.3	1	0.067
18	1.608	2	0.707	1.9	0.95	0.3	1	0.097
19	1.608	2	0.707	1.9	0.95	0.3	1	0.107
20	1.608	2	0.707	1.9	0.95	0.3	1	0.129
0	1.101	2	0.707	2	0.95	0.3	1	0.01
1	1.159	2	0.707	2	0.95	0.3	1	0.012
2	1.225	2	0.707	2	0.95	0.3	1	0.01
3	1.285	2	0.707	2	0.95	0.3	1	0.013
4	1.333	2	0.707	2	0.95	0.3	1	0.014
5	1.367	2	0.707	2	0.95	0.3	1	0.011
6	1.382	2	0.707	2	0.95	0.3	1	0.015
7	1.402	2	0.707	2	0.95	0.3	1	0.012
8	1.4	2	0.707	2	0.95	0.3	1	0.013
9	1.401	2	0.707	2	0.95	0.3	1	0.017
10	1.401	2	0.707	2	0.95	0.3	1	0.022
11	1.403	2	0.707	2	0.95	0.3	1	0.023
12	1.402	2	0.707	2	0.95	0.3	1	0.029
13	1.402	2	0.707	2	0.95	0.3	1	0.036
14	1.402	2	0.707	2	0.95	0.3	1	0.047
15	1.403	2	0.707	2	0.95	0.3	1	0.048
16	1.403	2	0.707	2	0.95	0.3	1	0.056
17	1.403	2	0.707	2	0.95	0.3	1	0.07
18	1.403	2	0.707	2	0.95	0.3	1	0.089
19	1.403	2	0.707	2	0.95	0.3	1	0.114
20	1.403	2	0.707	2	0.95	0.3	1	0.136
0	1.093	2	0.707	2.1	0.95	0.3	1	0.012
1	1.134	2	0.707	2.1	0.95	0.3	1	0.014
2	1.22	2	0.707	2.1	0.95	0.3	1	0.009
3	1.307	2	0.707	2.1	0.95	0.3	1	0.009
4	1.37	2	0.707	2.1	0.95	0.3	1	0.01
