Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8
15	2.384	1	0.71	0.6	0.71	1	0.006
16	2.384	1	0.71	0.6	0.71	1	0.006
17	2.384	1	0.71	0.6	0.71	1	0.006
18	2.384	1	0.71	0.6	0.71	1	0.006
19	2.384	1	0.71	0.6	0.71	1	0.006
20	2.384	1	0.71	0.6	0.71	1	0.006
0	0.641	1	0.71	0.8	0.71	1	0.006
1	1.185	1	0.71	0.8	0.71	1	0.005
2	1.579	1	0.71	0.8	0.71	1	0.005
3	1.831	1	0.71	0.8	0.71	1	0.004
4	1.944	1	0.71	0.8	0.71	1	0.005
5	1.989	1	0.71	0.8	0.71	1	0.004
6	2.006	1	0.71	0.8	0.71	1	0.005
7	2.01	1	0.71	0.8	0.71	1	0.004
8	2.012	1	0.71	0.8	0.71	1	0.004
9	2.012	1	0.71	0.8	0.71	1	0.004
10	2.013	1	0.71	0.8	0.71	1	0.005
11	2.014	1	0.71	0.8	0.71	1	0.004
12	2.015	1	0.71	0.8	0.71	1	0.005
13	2.017	1	0.71	0.8	0.71	1	0.007
14	2.018	1	0.71	0.8	0.71	1	0.007
15	2.018	1	0.71	0.8	0.71	1	0.006
16	2.017	1	0.71	0.8	0.71	1	0.006
17	2.017	1	0.71	0.8	0.71	1	0.006
18	2.017	1	0.71	0.8	0.71	1	0.004
19	2.017	1	0.71	0.8	0.71	1	0.004
20	2.017	1	0.71	0.8	0.71	1	0.005
0	0.601	1	0.71	1	0.71	1	0.005
1	1.009	1	0.71	1	0.71	1	0.005
2	1.472	1	0.71	1	0.71	1	0.005
3	1.713	1	0.71	1	0.71	1	0.004
4	1.797	1	0.71	1	0.71	1	0.004
5	1.819	1	0.71	1	0.71	1	0.004
6	1.821	1	0.71	1	0.71	1	0.004
7	1.818	1	0.71	1	0.71	1	0.004
8	1.817	1	0.71	1	0.71	1	0.004
9	1.818	1	0.71	1	0.71	1	0.004
10	1.819	1	0.71	1	0.71	1	0.005
11	1.82	1	0.71	1	0.71	1	0.004
12	1.821	1	0.71	1	0.71	1	0.004
13	1.823	1	0.71	1	0.71	1	0.004
14	1.824	1	0.71	1	0.71	1	0.006
15	1.823	1	0.71	1	0.71	1	0.005
16	1.823	1	0.71	1	0.71	1	0.004
17	1.823	1	0.71	1	0.71	1	0.005
18	1.823	1	0.71	1	0.71	1	0.005
19	1.823	1	0.71	1	0.71	1	0.006
20	1.823	1	0.71	1	0.71	1	0.006
0	0.574	1	0.71	1.2	0.71	1	0.005
1	0.918	1	0.71	1.2	0.71	1	0.005
2	1.659	1	0.71	1.2	0.71	1	0.005
3	2.115	1	0.71	1.2	0.71	1	0.005
4	2.317	1	0.71	1.2	0.71	1	0.005
5	2.391	1	0.71	1.2	0.71	1	0.005
6	2.408	1	0.71	1.2	0.71	1	0.005
7	2.411	1	0.71	1.2	0.71	1	0.006
8	2.411	1	0.71	1.2	0.71	1	0.006
9	2.412	1	0.71	1.2	0.71	1	0.006
10	2.413	1	0.71	1.2	0.71	1	0.006
11	2.414	1	0.71	1.2	0.71	1	0.006
12	2.415	1	0.71	1.2	0.71	1	0.006
13	2.418	1	0.71	1.2	0.71	1	0.006
14	2.417	1	0.71	1.2	0.71	1	0.004
15	2.418	1	0.71	1.2	0.71	1	0.005
16	2.419	1	0.71	1.2	0.71	1	0.005
17	2.419	1	0.71	1.2	0.71	1	0.006
18	2.419	1	0.71	1.2	0.71	1	0.006
19	2.419	1	0.71	1.2	0.71	1	0.005
20	2.419	1	0.71	1.2	0.71	1	0.004
0	0.557	1	0.71	1.4	0.71	1	0.003
1	0.867	1	0.71	1.4	0.71	1	0.005
2	1.134	1	0.71	1.4	0.71	1	0.006
3	1.339	1	0.71	1.4	0.71	1	0.005
4	1.481	1	0.71	1.4	0.71	1	0.005
5	1.576	1	0.71	1.4	0.71	1	0.005
6	1.632	1	0.71	1.4	0.71	1	0.005
7	1.66	1	0.71	1.4	0.71	1	0.005
8	1.67	1	0.71	1.4	0.71	1	0.004
9	1.674	1	0.71	1.4	0.71	1	0.004
10	1.676	1	0.71	1.4	0.71	1	0.004
11	1.678	1	0.71	1.4	0.71	1	0.005
12	1.684	1	0.71	1.4	0.71	1	0.006
13	1.683	1	0.71	1.4	0.71	1	0.006
14	1.683	1	0.71	1.4	0.71	1	0.006
15	1.684	1	0.71	1.4	0.71	1	0.006
16	1.684	1	0.71	1.4	0.71	1	0.006
17	1.684	1	0.71	1.4	0.71	1	0.006
18	1.684	1	0.71	1.4	0.71	1	0.006
19	1.684	1	0.71	1.4	0.71	1	0.006
20	1.684	1	0.71	1.4	0.71	1	0.007
0	0.545	1	0.71	1.6	0.71	1	0.005
1	0.837	1	0.71	1.6	0.71	1	0.004
2	1.018	1	0.71	1.6	0.71	1	0.005
3	1.134	1	0.71	1.6	0.71	1	0.005
4	1.21	1	0.71	1.6	0.71	1	0.006
5	1.261	1	0.71	1.6	0.71	1	0.005
6	1.296	1	0.71	1.6	0.71	1	0.004
7	1.317	1	0.71	1.6	0.71	1	0.006
8	1.33	1	0.71	1.6	0.71	1	0.006
9	1.337	1	0.71	1.6	0.71	1	0.006
10	1.34	1	0.71	1.6	0.71	1	0.006
11	1.34	1	0.71	1.6	0.71	1	0.006
12	1.341	1	0.71	1.6	0.71	1	0.006
13	1.342	1	0.71	1.6	0.71	1	0.006
14	1.343	1	0.71	1.6	0.71	1	0.006
15	1.344	1	0.71	1.6	0.71	1	0.005
16	1.344	1	0.71	1.6	0.71	1	0.004
17	1.343	1	0.71	1.6	0.71	1	0.005
18	1.343	1	0.71	1.6	0.71	1	0.007
19	1.343	1	0.71	1.6	0.71	1	0.007
20	1.344	1	0.71	1.6	0.71	1	0.006
0	0.536	1	0.71	1.8	0.71	1	0.005
1	0.817	1	0.71	1.8	0.71	1	0.004
2	0.973	1	0.71	1.8	0.71	1	0.005
3	1.077	1	0.71	1.8	0.71	1	0.005
4	1.16	1	0.71	1.8	0.71	1	0.005
5	1.218	1	0.71	1.8	0.71	1	0.005
6	1.249	1	0.71	1.8	0.71	1	0.004
7	1.266	1	0.71	1.8	0.71	1	0.004
8	1.275	1	0.71	1.8	0.71	1	0.005
9	1.28	1	0.71	1.8	0.71	1	0.005
10	1.283	1	0.71	1.8	0.71	1	0.005
11	1.286	1	0.71	1.8	0.71	1	0.004
12	1.289	1	0.71	1.8	0.71	1	0.005
13	1.291	1	0.71	1.8	0.71	1	0.006
14	1.293	1	0.71	1.8	0.71	1	0.006
15	1.293	1	0.71	1.8	0.71	1	0.006
16	1.293	1	0.71	1.8	0.71	1	0.005
17	1.293	1	0.71	1.8	0.71	1	0.005
18	1.293	1	0.71	1.8	0.71	1	0.006
19	1.293	1	0.71	1.8	0.71	1	0.007
20	1.293	1	0.71	1.8	0.71	1	0.006
0	0.53	1	0.71	2	0.71	1	0.005
1	0.803	1	0.71	2	0.71	1	0.005
2	0.948	1	0.71	2	0.71	1	0.005
3	1.326	1	0.71	2	0.71	1	0.005
4	1.804	1	0.71	2	0.71	1	0.005
5	2.031	1	0.71	2	0.71	1	0.005
6	2.127	1	0.71	2	0.71	1	0.005
7	2.167	1	0.71	2	0.71	1	0.005
8	2.184	1	0.71	2	0.71	1	0.006
9	2.193	1	0.71	2	0.71	1	0.005
10	2.198	1	0.71	2	0.71	1	0.005
11	2.202	1	0.71	2	0.71	1	0.006
12	2.205	1	0.71	2	0.71	1	0.005
13	2.208	1	0.71	2	0.71	1	0.005
14	2.209	1	0.71	2	0.71	1	0.006
15	2.209	1	0.71	2	0.71	1	0.006
16	2.209	1	0.71	2	0.71	1	0.006
17	2.21	1	0.71	2	0.71	1	0.006
18	2.211	1	0.71	2	0.71	1	0.006
19	2.21	1	0.71	2	0.71	1	0.006
20	2.211	1	0.71	2	0.71	1	0.005
0	0.525	1	0.71	2.2	0.71	1	0.004
1	0.793	1	0.71	2.2	0.71	1	0.005
2	0.933	1	0.71	2.2	0.71	1	0.005
3	1.015	1	0.71	2.2	0.71	1	0.005
4	1.073	1	0.71	2.2	0.71	1	0.004
5	1.12	1	0.71	2.2	0.71	1	0.004
6	1.159	1	0.71	2.2	0.71	1	0.005
7	1.188	1	0.71	2.2	0.71	1	0.007
8	1.207	1	0.71	2.2	0.71	1	0.005
9	1.217	1	0.71	2.2	0.71	1	0.006
10	1.221	1	0.71	2.2	0.71	1	0.006
11	1.225	1	0.71	2.2	0.71	1	0.006
12	1.227	1	0.71	2.2	0.71	1	0.006
13	1.23	1	0.71	2.2	0.71	1	0.005
14	1.231	1	0.71	2.2	0.71	1	0.005
15	1.232	1	0.71	2.2	0.71	1	0.004
16	1.233	1	0.71	2.2	0.71	1	0.004
17	1.233	1	0.71	2.2	0.71	1	0.005
18	1.233	1	0.71	2.2	0.71	1	0.004
19	1.233	1	0.71	2.2	0.71	1	0.005
20	1.233	1	0.71	2.2	0.71	1	0.004
0	0.521	1	0.71	2.4	0.71	1	0.003
1	0.786	1	0.71	2.4	0.71	1	0.004
2	0.922	1	0.71	2.4	0.71	1	0.004
3	0.994	1	0.71	2.4	0.71	1	0.004
4	1.035	1	0.71	2.4	0.71	1	0.004
5	1.061	1	0.71	2.4	0.71	1	0.004
6	1.079	1	0.71	2.4	0.71	1	0.005
7	1.093	1	0.71	2.4	0.71	1	0.005
8	1.103	1	0.71	2.4	0.71	1	0.005
9	1.11	1	0.71	2.4	0.71	1	0.006
10	1.116	1	0.71	2.4	0.71	1	0.005
11	1.122	1	0.71	2.4	0.71	1	0.006
12	1.127	1	0.71	2.4	0.71	1	0.006
13	1.131	1	0.71	2.4	0.71	1	0.006
14	1.132	1	0.71	2.4	0.71	1	0.006
15	1.131	1	0.71	2.4	0.71	1	0.006
16	1.131	1	0.71	2.4	0.71	1	0.004
17	1.131	1	0.71	2.4	0.71	1	0.006
18	1.131	1	0.71	2.4	0.71	1	0.006
19	1.131	1	0.71	2.4	0.71	1	0.005
20	1.132	1	0.71	2.4	0.71	1	0.005
0	0.518	1	0.71	2.6	0.71	1	0.004
1	0.78	1	0.71	2.6	0.71	1	0.004
2	0.914	1	0.71	2.6	0.71	1	0.005
3	0.983	1	0.71	2.6	0.71	1	0.005
4	1.021	1	0.71	2.6	0.71	1	0.005
5	1.046	1	0.71	2.6	0.71	1	0.005
6	1.064	1	0.71	2.6	0.71	1	0.005
7	1.079	1	0.71	2.6	0.71	1	0.005
8	1.092	1	0.71	2.6	0.71	1	0.005
9	1.104	1	0.71	2.6	0.71	1	0.005
10	1.116	1	0.71	2.6	0.71	1	0.005
11	1.127	1	0.71	2.6	0.71	1	0.006
12	1.132	1	0.71	2.6	0.71	1	0.006
13	1.131	1	0.71	2.6	0.71	1	0.006
14	1.129	1	0.71	2.6	0.71	1	0.005
15	1.129	1	0.71	2.6	0.71	1	0.005
16	1.129	1	0.71	2.6	0.71	1	0.006
17	1.129	1	0.71	2.6	0.71	1	0.006
18	1.13	1	0.71	2.6	0.71	1	0.005
19	1.13	1	0.71	2.6	0.71	1	0.004
20	1.131	1	0.71	2.6	0.71	1	0.004
0	0.516	1	0.71	2.8	0.71	1	0.005
1	0.776	1	0.71	2.8	0.71	1	0.005
2	0.908	1	0.71	2.8	0.71	1	0.006
3	0.975	1	0.71	2.8	0.71	1	0.006
4	1.016	1	0.71	2.8	0.71	1	0.006
5	1.053	1	0.71	2.8	0.71	1	0.006
6	1.093	1	0.71	2.8	0.71	1	0.005
7	1.133	1	0.71	2.8	0.71	1	0.005
8	1.159	1	0.71	2.8	0.71	1	0.005
9	1.168	1	0.71	2.8	0.71	1	0.005
10	1.169	1	0.71	2.8	0.71	1	0.004
11	1.167	1	0.71	2.8	0.71	1	0.004
12	1.165	1	0.71	2.8	0.71	1	0.004
13	1.164	1	0.71	2.8	0.71	1	0.004
14	1.163	1	0.71	2.8	0.71	1	0.004
15	1.164	1	0.71	2.8	0.71	1	0.004
16	1.165	1	0.71	2.8	0.71	1	0.004
17	1.166	1	0.71	2.8	0.71	1	0.004
18	1.167	1	0.71	2.8	0.71	1	0.004
19	1.167	1	0.71	2.8	0.71	1	0.005
20	1.168	1	0.71	2.8	0.71	1	0.005
0	0.514	1	0.71	3	0.71	1	0.004
1	0.772	1	0.71	3	0.71	1	0.003
2	0.903	1	0.71	3	0.71	1	0.004
3	0.969	1	0.71	3	0.71	1	0.004
4	1.003	1	0.71	3	0.71	1	0.004
5	1.022	1	0.71	3	0.71	1	0.004
6	1.033	1	0.71	3	0.71	1	0.004
7	1.04	1	0.71	3	0.71	1	0.004
8	1.045	1	0.71	3	0.71	1	0.004
9	1.049	1	0.71	3	0.71	1	0.004
10	1.051	1	0.71	3	0.71	1	0.004
11	1.052	1	0.71	3	0.71	1	0.004
12	1.052	1	0.71	3	0.71	1	0.004
13	1.052	1	0.71	3	0.71	1	0.004
14	1.053	1	0.71	3	0.71	1	0.004
15	1.055	1	0.71	3	0.71	1	0.005
16	1.058	1	0.71	3	0.71	1	0.004
17	1.057	1	0.71	3	0.71	1	0.005
18	1.057	1	0.71	3	0.71	1	0.009
19	1.058	1	0.71	3	0.71	1	0.006
20	1.059	1	0.71	3	0.71	1	0.007
