Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11
14	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.123
15	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.199
16	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.239
17	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.321
18	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.419
19	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.549
20	-0.368	-0.029	0	2	0.707	2.8	0.95	0.3	1	0.708
0	0.953	0.302	0	2	0.707	3	0.95	0.3	1	0.013
1	0.9	0.254	0	2	0.707	3	0.95	0.3	1	0.012
2	0.076	0.026	0	2	0.707	3	0.95	0.3	1	0.01
3	-0.176	-0.025	0	2	0.707	3	0.95	0.3	1	0.01
4	-0.253	-0.03	0	2	0.707	3	0.95	0.3	1	0.011
5	-0.305	-0.032	0	2	0.707	3	0.95	0.3	1	0.012
6	-0.355	-0.035	0	2	0.707	3	0.95	0.3	1	0.013
7	-0.382	-0.032	0	2	0.707	3	0.95	0.3	1	0.019
8	-0.387	-0.028	0	2	0.707	3	0.95	0.3	1	0.025
9	-0.386	-0.027	0	2	0.707	3	0.95	0.3	1	0.024
10	-0.385	-0.027	0	2	0.707	3	0.95	0.3	1	0.032
11	-0.385	-0.027	0	2	0.707	3	0.95	0.3	1	0.05
12	-0.385	-0.027	0	2	0.707	3	0.95	0.3	1	0.06
13	-0.385	-0.027	0	2	0.707	3	0.95	0.3	1	0.105
14	-0.385	-0.027	0	2	0.707	3	0.95	0.3	1	0.154
15	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.166
16	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.22
17	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.329
18	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.378
19	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.524
20	-0.384	-0.027	0	2	0.707	3	0.95	0.3	1	0.714
