Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10
10	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.004
11	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
12	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.004
13	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.004
14	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
15	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
16	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
17	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.006
18	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
19	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.006
20	-0.001	0.077	0	1	0.724	2.8	0.73	0.8	0.005
0	0.972	0.236	0	1	0.724	3	0.73	0.8	0.004
1	0.967	0.203	0	1	0.724	3	0.73	0.8	0.004
2	0.965	0.196	0	1	0.724	3	0.73	0.8	0.005
3	0.964	0.178	0	1	0.724	3	0.73	0.8	0.005
4	0.784	0.14	0	1	0.724	3	0.73	0.8	0.004
5	-0.014	0.033	0	1	0.724	3	0.73	0.8	0.005
6	-0.033	0.084	0	1	0.724	3	0.73	0.8	0.006
7	-0.025	0.073	0	1	0.724	3	0.73	0.8	0.004
8	-0.021	0.072	0	1	0.724	3	0.73	0.8	0.004
9	-0.02	0.072	0	1	0.724	3	0.73	0.8	0.004
10	-0.02	0.072	0	1	0.724	3	0.73	0.8	0.007
11	-0.02	0.072	0	1	0.724	3	0.73	0.8	0.005
12	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
13	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
14	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
15	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
16	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
17	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
18	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.005
19	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.006
20	-0.019	0.072	0	1	0.724	3	0.73	0.8	0.007
