Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8
14	2.882	2	0.71	1.6	0.969	1	0.041
15	2.882	2	0.71	1.6	0.969	1	0.055
16	2.883	2	0.71	1.6	0.969	1	0.053
17	2.883	2	0.71	1.6	0.969	1	0.074
18	2.884	2	0.71	1.6	0.969	1	0.084
19	2.884	2	0.71	1.6	0.969	1	0.098
20	2.884	2	0.71	1.6	0.969	1	0.159
0	1.127	2	0.71	1.8	0.969	1	0.009
1	1.264	2	0.71	1.8	0.969	1	0.009
2	1.43	2	0.71	1.8	0.969	1	0.009
3	1.746	2	0.71	1.8	0.969	1	0.009
4	2.009	2	0.71	1.8	0.969	1	0.01
5	2.182	2	0.71	1.8	0.969	1	0.01
6	2.273	2	0.71	1.8	0.969	1	0.014
7	2.339	2	0.71	1.8	0.969	1	0.016
8	2.383	2	0.71	1.8	0.969	1	0.013
9	2.418	2	0.71	1.8	0.969	1	0.025
10	2.441	2	0.71	1.8	0.969	1	0.02
11	2.457	2	0.71	1.8	0.969	1	0.023
12	2.458	2	0.71	1.8	0.969	1	0.031
13	2.456	2	0.71	1.8	0.969	1	0.038
14	2.458	2	0.71	1.8	0.969	1	0.05
15	2.458	2	0.71	1.8	0.969	1	0.049
16	2.459	2	0.71	1.8	0.969	1	0.065
17	2.459	2	0.71	1.8	0.969	1	0.08
18	2.458	2	0.71	1.8	0.969	1	0.091
19	2.458	2	0.71	1.8	0.969	1	0.107
20	2.458	2	0.71	1.8	0.969	1	0.118
0	1.105	2	0.71	2	0.969	1	0.013
1	1.156	2	0.71	2	0.969	1	0.011
2	1.227	2	0.71	2	0.969	1	0.011
3	1.3	2	0.71	2	0.969	1	0.012
4	1.381	2	0.71	2	0.969	1	0.014
5	1.442	2	0.71	2	0.969	1	0.014
6	1.453	2	0.71	2	0.969	1	0.012
7	1.49	2	0.71	2	0.969	1	0.013
8	1.507	2	0.71	2	0.969	1	0.014
9	1.512	2	0.71	2	0.969	1	0.015
10	1.514	2	0.71	2	0.969	1	0.02
11	1.526	2	0.71	2	0.969	1	0.035
12	1.532	2	0.71	2	0.969	1	0.028
13	1.534	2	0.71	2	0.969	1	0.029
14	1.535	2	0.71	2	0.969	1	0.042
15	1.535	2	0.71	2	0.969	1	0.05
16	1.536	2	0.71	2	0.969	1	0.063
17	1.536	2	0.71	2	0.969	1	0.069
18	1.536	2	0.71	2	0.969	1	0.091
19	1.536	2	0.71	2	0.969	1	0.127
20	1.536	2	0.71	2	0.969	1	0.148
0	1.088	2	0.71	2.2	0.969	1	0.009
1	1.117	2	0.71	2.2	0.969	1	0.009
2	1.551	2	0.71	2.2	0.969	1	0.009
3	1.762	2	0.71	2.2	0.969	1	0.009
4	1.889	2	0.71	2.2	0.969	1	0.01
5	1.965	2	0.71	2.2	0.969	1	0.013
6	2.007	2	0.71	2.2	0.969	1	0.012
7	2.036	2	0.71	2.2	0.969	1	0.013
8	2.053	2	0.71	2.2	0.969	1	0.017
9	2.073	2	0.71	2.2	0.969	1	0.015
10	2.08	2	0.71	2.2	0.969	1	0.017
11	2.083	2	0.71	2.2	0.969	1	0.023
12	2.085	2	0.71	2.2	0.969	1	0.025
13	2.088	2	0.71	2.2	0.969	1	0.035
14	2.087	2	0.71	2.2	0.969	1	0.046
15	2.087	2	0.71	2.2	0.969	1	0.048
16	2.087	2	0.71	2.2	0.969	1	0.057
17	2.088	2	0.71	2.2	0.969	1	0.068
18	2.087	2	0.71	2.2	0.969	1	0.085
19	2.087	2	0.71	2.2	0.969	1	0.118
20	2.087	2	0.71	2.2	0.969	1	0.155
0	1.075	2	0.71	2.4	0.969	1	0.009
1	1.094	2	0.71	2.4	0.969	1	0.009
2	1.337	2	0.71	2.4	0.969	1	0.009
3	1.554	2	0.71	2.4	0.969	1	0.012
4	1.713	2	0.71	2.4	0.969	1	0.014
5	1.798	2	0.71	2.4	0.969	1	0.014
6	1.841	2	0.71	2.4	0.969	1	0.015
7	1.864	2	0.71	2.4	0.969	1	0.014
8	1.878	2	0.71	2.4	0.969	1	0.013
9	1.884	2	0.71	2.4	0.969	1	0.015
10	1.889	2	0.71	2.4	0.969	1	0.018
11	1.893	2	0.71	2.4	0.969	1	0.026
12	1.895	2	0.71	2.4	0.969	1	0.031
13	1.897	2	0.71	2.4	0.969	1	0.046
14	1.898	2	0.71	2.4	0.969	1	0.042
15	1.898	2	0.71	2.4	0.969	1	0.046
16	1.898	2	0.71	2.4	0.969	1	0.063
17	1.898	2	0.71	2.4	0.969	1	0.07
18	1.898	2	0.71	2.4	0.969	1	0.101
19	1.898	2	0.71	2.4	0.969	1	0.103
20	1.899	2	0.71	2.4	0.969	1	0.145
0	1.065	2	0.71	2.6	0.969	1	0.009
1	1.078	2	0.71	2.6	0.969	1	0.009
2	1.103	2	0.71	2.6	0.969	1	0.009
3	1.132	2	0.71	2.6	0.969	1	0.011
4	1.159	2	0.71	2.6	0.969	1	0.012
5	1.197	2	0.71	2.6	0.969	1	0.01
6	1.22	2	0.71	2.6	0.969	1	0.011
7	1.238	2	0.71	2.6	0.969	1	0.012
8	1.247	2	0.71	2.6	0.969	1	0.013
9	1.25	2	0.71	2.6	0.969	1	0.019
10	1.251	2	0.71	2.6	0.969	1	0.02
11	1.254	2	0.71	2.6	0.969	1	0.021
12	1.255	2	0.71	2.6	0.969	1	0.029
13	1.256	2	0.71	2.6	0.969	1	0.032
14	1.257	2	0.71	2.6	0.969	1	0.035
15	1.258	2	0.71	2.6	0.969	1	0.044
16	1.258	2	0.71	2.6	0.969	1	0.064
17	1.259	2	0.71	2.6	0.969	1	0.089
18	1.259	2	0.71	2.6	0.969	1	0.092
19	1.259	2	0.71	2.6	0.969	1	0.117
20	1.259	2	0.71	2.6	0.969	1	0.143
0	1.057	2	0.71	2.8	0.969	1	0.009
1	1.066	2	0.71	2.8	0.969	1	0.009
2	1.081	2	0.71	2.8	0.969	1	0.009
3	1.144	2	0.71	2.8	0.969	1	0.011
4	1.362	2	0.71	2.8	0.969	1	0.013
5	1.434	2	0.71	2.8	0.969	1	0.014
6	1.478	2	0.71	2.8	0.969	1	0.014
7	1.507	2	0.71	2.8	0.969	1	0.016
8	1.521	2	0.71	2.8	0.969	1	0.013
9	1.528	2	0.71	2.8	0.969	1	0.014
10	1.53	2	0.71	2.8	0.969	1	0.022
11	1.533	2	0.71	2.8	0.969	1	0.026
12	1.536	2	0.71	2.8	0.969	1	0.03
13	1.537	2	0.71	2.8	0.969	1	0.034
14	1.536	2	0.71	2.8	0.969	1	0.042
15	1.537	2	0.71	2.8	0.969	1	0.045
16	1.537	2	0.71	2.8	0.969	1	0.053
17	1.536	2	0.71	2.8	0.969	1	0.069
18	1.537	2	0.71	2.8	0.969	1	0.087
19	1.537	2	0.71	2.8	0.969	1	0.126
20	1.537	2	0.71	2.8	0.969	1	0.138
0	1.05	2	0.71	3	0.969	1	0.009
1	1.057	2	0.71	3	0.969	1	0.009
2	1.556	2	0.71	3	0.969	1	0.009
3	1.757	2	0.71	3	0.969	1	0.009
4	1.902	2	0.71	3	0.969	1	0.009
5	1.986	2	0.71	3	0.969	1	0.01
6	2.031	2	0.71	3	0.969	1	0.011
7	2.055	2	0.71	3	0.969	1	0.011
8	2.066	2	0.71	3	0.969	1	0.014
9	2.071	2	0.71	3	0.969	1	0.018
10	2.074	2	0.71	3	0.969	1	0.02
11	2.076	2	0.71	3	0.969	1	0.02
12	2.077	2	0.71	3	0.969	1	0.024
13	2.077	2	0.71	3	0.969	1	0.036
14	2.078	2	0.71	3	0.969	1	0.04
15	2.078	2	0.71	3	0.969	1	0.048
16	2.078	2	0.71	3	0.969	1	0.058
17	2.078	2	0.71	3	0.969	1	0.079
18	2.078	2	0.71	3	0.969	1	0.092
19	2.078	2	0.71	3	0.969	1	0.13
20	2.078	2	0.71	3	0.969	1	0.127
