Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8
3	2.052	5	0.71	2.8	1.684	1	1.447
4	2.503	5	0.71	2.8	1.684	1	30.983
5	2.85	5	0.71	2.8	1.684	1	387.103
6	3.1	5	0.71	2.8	1.684	1	2427.478
7	3.256	5	0.71	2.8	1.684	1	8032.296
0	1.136	5	0.71	3	1.684	1	0.047
1	1.227	5	0.71	3	1.684	1	0.091
2	1.578	5	0.71	3	1.684	1	0.106
3	1.744	5	0.71	3	1.684	1	1.568
4	1.873	5	0.71	3	1.684	1	31.33
5	2.028	5	0.71	3	1.684	1	388.532
6	2.14	5	0.71	3	1.684	1	2406.348
7	2.298	5	0.71	3	1.684	1	8023.034
