Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11
1	1.169	4	0.708	0.8	1.37	0.7	1	1	1	0.065
2	3.384	4	0.708	0.8	1.37	0.7	1	1	1	0.046
3	6.732	4	0.708	0.8	1.37	0.7	1	1	1	0.087
4	10.422	4	0.708	0.8	1.37	0.7	1	1	1	0.398
5	13.959	4	0.708	0.8	1.37	0.7	1	1	1	2.355
6	16.22	4	0.708	0.8	1.37	0.7	1	1	1	13.312
7	17.878	4	0.708	0.8	1.37	0.7	1	1	1	52.998
8	18.972	4	0.708	0.8	1.37	0.7	1	1	1	160.997
9	19.751	4	0.708	0.8	1.37	0.7	1	1	1	320.784
10	20.387	4	0.708	0.8	1.37	0.7	1	1	1	484.399
11	20.865	4	0.708	0.8	1.37	0.7	1	1	1	594.882
12	21.081	4	0.708	0.8	1.37	0.7	1	1	1	656.518
0	0.109	4	0.708	1	1.37	0.7	1	1	1	0.04
1	1.186	4	0.708	1	1.37	0.7	1	1	1	0.038
2	3.27	4	0.708	1	1.37	0.7	1	1	1	0.047
3	5.987	4	0.708	1	1.37	0.7	1	1	1	0.093
4	9.311	4	0.708	1	1.37	0.7	1	1	1	0.405
5	12.51	4	0.708	1	1.37	0.7	1	1	1	2.467
6	14.748	4	0.708	1	1.37	0.7	1	1	1	12.868
7	16.622	4	0.708	1	1.37	0.7	1	1	1	52.649
8	17.748	4	0.708	1	1.37	0.7	1	1	1	158.15
9	18.553	4	0.708	1	1.37	0.7	1	1	1	320.398
10	19.2	4	0.708	1	1.37	0.7	1	1	1	484.27
11	19.533	4	0.708	1	1.37	0.7	1	1	1	599.017
12	19.746	4	0.708	1	1.37	0.7	1	1	1	707.236
0	0.103	4	0.708	1.2	1.37	0.7	1	1	1	0.039
1	1.045	4	0.708	1.2	1.37	0.7	1	1	1	0.05
2	2.921	4	0.708	1.2	1.37	0.7	1	1	1	0.051
3	4.875	4	0.708	1.2	1.37	0.7	1	1	1	0.098
4	7.268	4	0.708	1.2	1.37	0.7	1	1	1	0.406
5	9.699	4	0.708	1.2	1.37	0.7	1	1	1	2.365
6	11.743	4	0.708	1.2	1.37	0.7	1	1	1	13.314
7	13.139	4	0.708	1.2	1.37	0.7	1	1	1	52.156
8	14.067	4	0.708	1.2	1.37	0.7	1	1	1	160.622
9	14.87	4	0.708	1.2	1.37	0.7	1	1	1	320.515
10	15.304	4	0.708	1.2	1.37	0.7	1	1	1	483.661
11	15.579	4	0.708	1.2	1.37	0.7	1	1	1	595.584
12	15.73	4	0.708	1.2	1.37	0.7	1	1	1	709.879
0	0.097	4	0.708	1.4	1.37	0.7	1	1	1	0.045
1	0.719	4	0.708	1.4	1.37	0.7	1	1	1	0.042
2	1.906	4	0.708	1.4	1.37	0.7	1	1	1	0.067
3	3.498	4	0.708	1.4	1.37	0.7	1	1	1	0.1
4	5.338	4	0.708	1.4	1.37	0.7	1	1	1	0.393
5	7.134	4	0.708	1.4	1.37	0.7	1	1	1	2.571
6	8.67	4	0.708	1.4	1.37	0.7	1	1	1	13.453
7	9.554	4	0.708	1.4	1.37	0.7	1	1	1	53.514
8	10.281	4	0.708	1.4	1.37	0.7	1	1	1	159.676
9	10.811	4	0.708	1.4	1.37	0.7	1	1	1	322.995
10	11.125	4	0.708	1.4	1.37	0.7	1	1	1	483.238
11	11.316	4	0.708	1.4	1.37	0.7	1	1	1	593.625
12	11.368	4	0.708	1.4	1.37	0.7	1	1	1	708.078
0	0.095	4	0.708	1.5	1.37	0.7	1	1	1	0.038
1	0.755	4	0.708	1.5	1.37	0.7	1	1	1	0.048
2	2.155	4	0.708	1.5	1.37	0.7	1	1	1	0.046
3	3.638	4	0.708	1.5	1.37	0.7	1	1	1	0.102
4	5.204	4	0.708	1.5	1.37	0.7	1	1	1	0.399
5	6.65	4	0.708	1.5	1.37	0.7	1	1	1	2.399
6	7.772	4	0.708	1.5	1.37	0.7	1	1	1	12.678
7	8.765	4	0.708	1.5	1.37	0.7	1	1	1	52.962
8	9.336	4	0.708	1.5	1.37	0.7	1	1	1	161.105
9	9.834	4	0.708	1.5	1.37	0.7	1	1	1	324.223
10	10.095	4	0.708	1.5	1.37	0.7	1	1	1	482.751
11	10.293	4	0.708	1.5	1.37	0.7	1	1	1	595.103
12	10.466	4	0.708	1.5	1.37	0.7	1	1	1	705.734
0	0.093	4	0.708	1.6	1.37	0.7	1	1	1	0.043
1	0.871	4	0.708	1.6	1.37	0.7	1	1	1	0.044
2	2.118	4	0.708	1.6	1.37	0.7	1	1	1	0.059
3	3.602	4	0.708	1.6	1.37	0.7	1	1	1	0.097
4	4.802	4	0.708	1.6	1.37	0.7	1	1	1	0.427
5	5.925	4	0.708	1.6	1.37	0.7	1	1	1	2.268
6	6.893	4	0.708	1.6	1.37	0.7	1	1	1	12.819
7	7.517	4	0.708	1.6	1.37	0.7	1	1	1	52.895
8	8.087	4	0.708	1.6	1.37	0.7	1	1	1	159.888
9	8.423	4	0.708	1.6	1.37	0.7	1	1	1	321.279
10	8.679	4	0.708	1.6	1.37	0.7	1	1	1	486.125
11	8.829	4	0.708	1.6	1.37	0.7	1	1	1	595.276
12	8.901	4	0.708	1.6	1.37	0.7	1	1	1	713.741
0	0.09	4	0.708	1.8	1.37	0.7	1	1	1	0.038
1	0.564	4	0.708	1.8	1.37	0.7	1	1	1	0.04
2	1.414	4	0.708	1.8	1.37	0.7	1	1	1	0.046
3	2.259	4	0.708	1.8	1.37	0.7	1	1	1	0.087
4	3.036	4	0.708	1.8	1.37	0.7	1	1	1	0.427
5	3.819	4	0.708	1.8	1.37	0.7	1	1	1	2.449
6	4.623	4	0.708	1.8	1.37	0.7	1	1	1	13.075
7	5.116	4	0.708	1.8	1.37	0.7	1	1	1	52.677
8	5.413	4	0.708	1.8	1.37	0.7	1	1	1	161.142
9	5.61	4	0.708	1.8	1.37	0.7	1	1	1	321.609
10	5.72	4	0.708	1.8	1.37	0.7	1	1	1	483.643
11	5.833	4	0.708	1.8	1.37	0.7	1	1	1	595.685
12	5.916	4	0.708	1.8	1.37	0.7	1	1	1	707.072
0	0.088	4	0.708	2	1.37	0.7	1	1	1	0.053
1	0.519	4	0.708	2	1.37	0.7	1	1	1	0.04
2	1.364	4	0.708	2	1.37	0.7	1	1	1	0.05
3	2.248	4	0.708	2	1.37	0.7	1	1	1	0.094
4	2.93	4	0.708	2	1.37	0.7	1	1	1	0.423
5	3.499	4	0.708	2	1.37	0.7	1	1	1	2.378
6	4.015	4	0.708	2	1.37	0.7	1	1	1	12.813
7	4.249	4	0.708	2	1.37	0.7	1	1	1	52.643
8	4.387	4	0.708	2	1.37	0.7	1	1	1	160.655
9	4.496	4	0.708	2	1.37	0.7	1	1	1	322.74
10	4.595	4	0.708	2	1.37	0.7	1	1	1	488.914
11	4.655	4	0.708	2	1.37	0.7	1	1	1	593.938
12	4.699	4	0.708	2	1.37	0.7	1	1	1	714.268
0	0.085	4	0.708	2.2	1.37	0.7	1	1	1	0.058
1	0.442	4	0.708	2.2	1.37	0.7	1	1	1	0.04
2	1.253	4	0.708	2.2	1.37	0.7	1	1	1	0.045
3	2.262	4	0.708	2.2	1.37	0.7	1	1	1	0.097
4	2.773	4	0.708	2.2	1.37	0.7	1	1	1	0.406
5	3.37	4	0.708	2.2	1.37	0.7	1	1	1	2.414
6	3.733	4	0.708	2.2	1.37	0.7	1	1	1	12.877
7	4.058	4	0.708	2.2	1.37	0.7	1	1	1	52.485
8	4.205	4	0.708	2.2	1.37	0.7	1	1	1	161.472
9	4.321	4	0.708	2.2	1.37	0.7	1	1	1	323.012
10	4.393	4	0.708	2.2	1.37	0.7	1	1	1	481.023
11	4.423	4	0.708	2.2	1.37	0.7	1	1	1	595.64
12	4.446	4	0.708	2.2	1.37	0.7	1	1	1	653.789
0	0.083	4	0.708	2.5	1.37	0.7	1	1	1	0.038
1	0.653	4	0.708	2.5	1.37	0.7	1	1	1	0.04
2	1.522	4	0.708	2.5	1.37	0.7	1	1	1	0.047
3	2.344	4	0.708	2.5	1.37	0.7	1	1	1	0.09
4	2.846	4	0.708	2.5	1.37	0.7	1	1	1	0.394
5	3.254	4	0.708	2.5	1.37	0.7	1	1	1	2.551
6	3.553	4	0.708	2.5	1.37	0.7	1	1	1	12.745
7	3.684	4	0.708	2.5	1.37	0.7	1	1	1	52.918
8	3.793	4	0.708	2.5	1.37	0.7	1	1	1	161.582
9	3.854	4	0.708	2.5	1.37	0.7	1	1	1	322.208
10	3.894	4	0.708	2.5	1.37	0.7	1	1	1	432.713
11	3.9	4	0.708	2.5	1.37	0.7	1	1	1	492.056
12	3.911	4	0.708	2.5	1.37	0.7	1	1	1	606.996
