Var1_1	Var1_2	Var1_3	Var1_4	Var1_5	Var1_6	Var1_7	Var1_8	Var1_9
18	1.403	2	0.707	2	0.95	0.3	1	0.087
19	1.403	2	0.707	2	0.95	0.3	1	0.101
20	1.403	2	0.707	2	0.95	0.3	1	0.137
0	0.42	2	0.707	2.1	0.95	0.3	1	0.013
1	0.806	2	0.707	2.1	0.95	0.3	1	0.011
2	1.054	2	0.707	2.1	0.95	0.3	1	0.011
3	1.222	2	0.707	2.1	0.95	0.3	1	0.012
4	1.327	2	0.707	2.1	0.95	0.3	1	0.013
5	1.386	2	0.707	2.1	0.95	0.3	1	0.014
6	1.42	2	0.707	2.1	0.95	0.3	1	0.01
7	1.445	2	0.707	2.1	0.95	0.3	1	0.011
8	1.468	2	0.707	2.1	0.95	0.3	1	0.015
9	1.474	2	0.707	2.1	0.95	0.3	1	0.018
10	1.476	2	0.707	2.1	0.95	0.3	1	0.019
11	1.477	2	0.707	2.1	0.95	0.3	1	0.025
12	1.478	2	0.707	2.1	0.95	0.3	1	0.029
13	1.478	2	0.707	2.1	0.95	0.3	1	0.033
14	1.478	2	0.707	2.1	0.95	0.3	1	0.04
15	1.478	2	0.707	2.1	0.95	0.3	1	0.043
16	1.478	2	0.707	2.1	0.95	0.3	1	0.061
17	1.478	2	0.707	2.1	0.95	0.3	1	0.068
18	1.478	2	0.707	2.1	0.95	0.3	1	0.089
19	1.478	2	0.707	2.1	0.95	0.3	1	0.096
20	1.478	2	0.707	2.1	0.95	0.3	1	0.145
